epoch,train acc,test acc,train loss,test loss
1.0,0.541,0.570625,0.45899999141693115,0.4293749928474426
2.0,0.582,0.60875,0.4179999828338623,0.39125001430511475
3.0,0.606,0.62,0.39399999380111694,0.3799999952316284
4.0,0.634,0.6475,0.3659999966621399,0.3525000214576721
5.0,0.654,0.65,0.34599995613098145,0.3500000238418579
6.0,0.666,0.660625,0.33399999141693115,0.33937501907348633
7.0,0.683,0.68875,0.31699997186660767,0.3112500309944153
8.0,0.702,0.680625,0.2979999780654907,0.31937503814697266
9.0,0.712,0.676875,0.2879999876022339,0.3231250047683716
10.0,0.714,0.67625,0.28599995374679565,0.32375001907348633
11.0,0.719,0.67875,0.28099995851516724,0.3212500214576721
12.0,0.721,0.673125,0.2789999842643738,0.3268750309944153
13.0,0.728,0.68125,0.27199995517730713,0.3187500238418579
14.0,0.729,0.67875,0.2709999680519104,0.3212500214576721
15.0,0.73,0.68,0.26999998092651367,0.3199999928474426
16.0,0.735,0.67375,0.26499998569488525,0.32625001668930054
17.0,0.742,0.671875,0.2579999566078186,0.328125
18.0,0.745,0.67125,0.25499993562698364,0.32875001430511475
19.0,0.745,0.676875,0.25499993562698364,0.3231250047683716
20.0,0.744,0.675,0.25599998235702515,0.32499998807907104
21.0,0.744,0.669375,0.25599998235702515,0.3306249976158142
22.0,0.746,0.674375,0.2539999485015869,0.3256250023841858
23.0,0.746,0.673125,0.2539999485015869,0.3268750309944153
24.0,0.749,0.664375,0.25099998712539673,0.3356249928474426
25.0,0.751,0.665625,0.2489999532699585,0.3343750238418579
26.0,0.752,0.666875,0.24799996614456177,0.3331249952316284
27.0,0.751,0.66875,0.2489999532699585,0.33125001192092896
28.0,0.754,0.673125,0.2459999918937683,0.3268750309944153
29.0,0.756,0.674375,0.24399995803833008,0.3256250023841858
30.0,0.759,0.6725,0.24099993705749512,0.32749998569488525
31.0,0.758,0.669375,0.24199998378753662,0.3306249976158142
32.0,0.761,0.66875,0.23899996280670166,0.33125001192092896
33.0,0.762,0.668125,0.23799997568130493,0.3318750262260437
34.0,0.768,0.675625,0.23199999332427979,0.3243750333786011
35.0,0.77,0.675625,0.22999995946884155,0.3243750333786011
36.0,0.77,0.673125,0.22999995946884155,0.3268750309944153
37.0,0.771,0.675625,0.22899997234344482,0.3243750333786011
38.0,0.774,0.679375,0.22599995136260986,0.3206250071525574
39.0,0.779,0.690625,0.22099995613098145,0.30937498807907104
40.0,0.78,0.69125,0.21999996900558472,0.3087500333786011
41.0,0.781,0.691875,0.218999981880188,0.30812501907348633
42.0,0.78,0.690625,0.21999996900558472,0.30937498807907104
43.0,0.78,0.6875,0.21999996900558472,0.3125
44.0,0.781,0.690625,0.218999981880188,0.30937498807907104
45.0,0.782,0.69375,0.21799993515014648,0.30625003576278687
46.0,0.787,0.695,0.21299993991851807,0.3050000071525574
47.0,0.788,0.694375,0.21199995279312134,0.3056250214576721
48.0,0.795,0.705,0.20499998331069946,0.29500001668930054
49.0,0.796,0.704375,0.20399993658065796,0.2956250309944153
50.0,0.795,0.7025,0.20499998331069946,0.29750001430511475
51.0,0.8,0.705,0.19999998807907104,0.29500001668930054
52.0,0.799,0.7075,0.20099997520446777,0.29250001907348633
53.0,0.798,0.70625,0.2019999623298645,0.29374998807907104
54.0,0.799,0.70375,0.20099997520446777,0.29625004529953003
55.0,0.798,0.704375,0.2019999623298645,0.2956250309944153
56.0,0.799,0.703125,0.20099997520446777,0.296875
57.0,0.803,0.70375,0.19699996709823608,0.29625004529953003
58.0,0.802,0.70375,0.1979999542236328,0.29625004529953003
59.0,0.807,0.705,0.1929999589920044,0.29500001668930054
60.0,0.806,0.703125,0.19399994611740112,0.296875
61.0,0.807,0.70625,0.1929999589920044,0.29374998807907104
62.0,0.809,0.713125,0.19099998474121094,0.28687500953674316
63.0,0.81,0.715625,0.18999993801116943,0.28437501192092896
64.0,0.81,0.714375,0.18999993801116943,0.28562504053115845
65.0,0.812,0.715625,0.18799996376037598,0.28437501192092896
66.0,0.811,0.714375,0.1889999508857727,0.28562504053115845
67.0,0.811,0.718125,0.1889999508857727,0.28187501430511475
68.0,0.811,0.72125,0.1889999508857727,0.2787500023841858
69.0,0.815,0.72125,0.18499994277954102,0.2787500023841858
70.0,0.816,0.7225,0.1839999556541443,0.2775000333786011
71.0,0.816,0.723125,0.1839999556541443,0.27687501907348633
72.0,0.815,0.721875,0.18499994277954102,0.27812498807907104
73.0,0.812,0.718125,0.18799996376037598,0.28187501430511475
74.0,0.81,0.71875,0.18999993801116943,0.28125
75.0,0.812,0.719375,0.18799996376037598,0.28062504529953003
76.0,0.817,0.71875,0.18299996852874756,0.28125
77.0,0.816,0.71625,0.1839999556541443,0.2837499976158142
78.0,0.815,0.714375,0.18499994277954102,0.28562504053115845
79.0,0.817,0.71125,0.18299996852874756,0.2887499928474426
80.0,0.817,0.71125,0.18299996852874756,0.2887499928474426
81.0,0.818,0.711875,0.18199998140335083,0.28812503814697266
82.0,0.818,0.714375,0.18199998140335083,0.28562504053115845
83.0,0.817,0.715625,0.18299996852874756,0.28437501192092896
84.0,0.82,0.7175,0.1799999475479126,0.2825000286102295
85.0,0.819,0.716875,0.18099993467330933,0.28312504291534424
86.0,0.819,0.7175,0.18099993467330933,0.2825000286102295
87.0,0.822,0.718125,0.17799997329711914,0.28187501430511475
88.0,0.823,0.718125,0.1769999861717224,0.28187501430511475
89.0,0.824,0.721875,0.1759999394416809,0.27812498807907104
90.0,0.825,0.718125,0.17499995231628418,0.28187501430511475
91.0,0.824,0.71875,0.1759999394416809,0.28125
92.0,0.825,0.715,0.17499995231628418,0.2850000262260437
93.0,0.824,0.713125,0.1759999394416809,0.28687500953674316
94.0,0.822,0.714375,0.17799997329711914,0.28562504053115845
95.0,0.823,0.71375,0.1769999861717224,0.2862499952316284
96.0,0.823,0.7175,0.1769999861717224,0.2825000286102295
97.0,0.824,0.716875,0.1759999394416809,0.28312504291534424
98.0,0.826,0.720625,0.17399996519088745,0.27937501668930054
99.0,0.823,0.71375,0.1769999861717224,0.2862499952316284
100.0,0.825,0.713125,0.17499995231628418,0.28687500953674316
101.0,0.826,0.711875,0.17399996519088745,0.28812503814697266
102.0,0.831,0.71,0.16899996995925903,0.2900000214576721
103.0,0.834,0.715,0.16599994897842407,0.2850000262260437
104.0,0.835,0.714375,0.16499996185302734,0.28562504053115845
105.0,0.835,0.7125,0.16499996185302734,0.2875000238418579
106.0,0.834,0.715625,0.16599994897842407,0.28437501192092896
107.0,0.834,0.714375,0.16599994897842407,0.28562504053115845
108.0,0.833,0.71125,0.1669999361038208,0.2887499928474426
109.0,0.832,0.71375,0.1679999828338623,0.2862499952316284
110.0,0.83,0.715625,0.16999995708465576,0.28437501192092896
111.0,0.831,0.715625,0.16899996995925903,0.28437501192092896
112.0,0.832,0.714375,0.1679999828338623,0.28562504053115845
113.0,0.83,0.71125,0.16999995708465576,0.2887499928474426
114.0,0.831,0.711875,0.16899996995925903,0.28812503814697266
115.0,0.829,0.70875,0.1709999442100525,0.29124999046325684
116.0,0.831,0.7125,0.16899996995925903,0.2875000238418579
117.0,0.83,0.710625,0.16999995708465576,0.2893750071525574
118.0,0.829,0.711875,0.1709999442100525,0.28812503814697266
119.0,0.833,0.705625,0.1669999361038208,0.2943750023841858
120.0,0.833,0.704375,0.1669999361038208,0.2956250309944153
121.0,0.834,0.70375,0.16599994897842407,0.29625004529953003
122.0,0.834,0.70125,0.16599994897842407,0.29875004291534424
123.0,0.836,0.700625,0.16399997472763062,0.2993749976158142
124.0,0.836,0.693125,0.16399997472763062,0.30687499046325684
125.0,0.84,0.691875,0.15999996662139893,0.30812501907348633
126.0,0.838,0.690625,0.16199994087219238,0.30937498807907104
127.0,0.838,0.691875,0.16199994087219238,0.30812501907348633
128.0,0.839,0.69,0.16099995374679565,0.3100000023841858
129.0,0.838,0.6925,0.16199994087219238,0.3075000047683716
130.0,0.836,0.69,0.16399997472763062,0.3100000023841858
131.0,0.838,0.69,0.16199994087219238,0.3100000023841858
132.0,0.843,0.69125,0.15699994564056396,0.3087500333786011
133.0,0.839,0.690625,0.16099995374679565,0.30937498807907104
134.0,0.844,0.691875,0.15599995851516724,0.30812501907348633
135.0,0.845,0.695,0.1549999713897705,0.3050000071525574
136.0,0.845,0.695,0.1549999713897705,0.3050000071525574
137.0,0.844,0.693125,0.15599995851516724,0.30687499046325684
138.0,0.847,0.6975,0.15299993753433228,0.30250000953674316
139.0,0.846,0.698125,0.15399998426437378,0.3018749952316284
140.0,0.848,0.696875,0.15199995040893555,0.3031250238418579
141.0,0.846,0.696875,0.15399998426437378,0.3031250238418579
142.0,0.844,0.69375,0.15599995851516724,0.30625003576278687
143.0,0.842,0.7025,0.1579999327659607,0.29750001430511475
144.0,0.84,0.701875,0.15999996662139893,0.2981250286102295
145.0,0.842,0.70375,0.1579999327659607,0.29625004529953003
146.0,0.845,0.69875,0.1549999713897705,0.30125004053115845
147.0,0.844,0.70125,0.15599995851516724,0.29875004291534424
148.0,0.844,0.699375,0.15599995851516724,0.3006250262260437
149.0,0.843,0.699375,0.15699994564056396,0.3006250262260437
150.0,0.845,0.69875,0.1549999713897705,0.30125004053115845
151.0,0.844,0.6975,0.15599995851516724,0.30250000953674316
152.0,0.842,0.69625,0.1579999327659607,0.30375003814697266
153.0,0.842,0.7,0.1579999327659607,0.30000001192092896
154.0,0.843,0.70125,0.15699994564056396,0.29875004291534424
155.0,0.844,0.705,0.15599995851516724,0.29500001668930054
156.0,0.843,0.704375,0.15699994564056396,0.2956250309944153
157.0,0.845,0.705625,0.1549999713897705,0.2943750023841858
158.0,0.844,0.705,0.15599995851516724,0.29500001668930054
159.0,0.844,0.70625,0.15599995851516724,0.29374998807907104
160.0,0.846,0.706875,0.15399998426437378,0.2931250333786011
161.0,0.844,0.71,0.15599995851516724,0.2900000214576721
162.0,0.845,0.70875,0.1549999713897705,0.29124999046325684
163.0,0.845,0.70875,0.1549999713897705,0.29124999046325684
164.0,0.849,0.710625,0.15099996328353882,0.2893750071525574
165.0,0.854,0.710625,0.1459999680519104,0.2893750071525574
166.0,0.853,0.709375,0.14699995517730713,0.29062503576278687
167.0,0.852,0.708125,0.14799994230270386,0.2918750047683716
168.0,0.85,0.70625,0.1499999761581421,0.29374998807907104
169.0,0.854,0.71,0.1459999680519104,0.2900000214576721
170.0,0.854,0.715,0.1459999680519104,0.2850000262260437
171.0,0.853,0.71125,0.14699995517730713,0.2887499928474426
172.0,0.855,0.71,0.14499998092651367,0.2900000214576721
173.0,0.856,0.7125,0.14399993419647217,0.2875000238418579
174.0,0.855,0.713125,0.14499998092651367,0.28687500953674316
175.0,0.856,0.711875,0.14399993419647217,0.28812503814697266
176.0,0.857,0.713125,0.14299994707107544,0.28687500953674316
177.0,0.856,0.711875,0.14399993419647217,0.28812503814697266
178.0,0.856,0.70875,0.14399993419647217,0.29124999046325684
179.0,0.857,0.70875,0.14299994707107544,0.29124999046325684
180.0,0.858,0.709375,0.1419999599456787,0.29062503576278687
181.0,0.858,0.706875,0.1419999599456787,0.2931250333786011
182.0,0.859,0.705625,0.14099997282028198,0.2943750023841858
183.0,0.859,0.70875,0.14099997282028198,0.29124999046325684
184.0,0.86,0.709375,0.13999998569488525,0.29062503576278687
185.0,0.861,0.710625,0.13899993896484375,0.2893750071525574
186.0,0.861,0.70875,0.13899993896484375,0.29124999046325684
187.0,0.862,0.709375,0.13799995183944702,0.29062503576278687
188.0,0.862,0.709375,0.13799995183944702,0.29062503576278687
189.0,0.862,0.708125,0.13799995183944702,0.2918750047683716
190.0,0.862,0.706875,0.13799995183944702,0.2931250333786011
191.0,0.86,0.706875,0.13999998569488525,0.2931250333786011
192.0,0.859,0.70625,0.14099997282028198,0.29374998807907104
193.0,0.859,0.70625,0.14099997282028198,0.29374998807907104
194.0,0.858,0.703125,0.1419999599456787,0.296875
195.0,0.857,0.700625,0.14299994707107544,0.2993749976158142
196.0,0.855,0.70375,0.14499998092651367,0.29625004529953003
197.0,0.858,0.704375,0.1419999599456787,0.2956250309944153
198.0,0.857,0.705,0.14299994707107544,0.29500001668930054
199.0,0.857,0.70125,0.14299994707107544,0.29875004291534424
200.0,0.857,0.703125,0.14299994707107544,0.296875
201.0,0.857,0.7025,0.14299994707107544,0.29750001430511475
202.0,0.857,0.7025,0.14299994707107544,0.29750001430511475
203.0,0.86,0.7075,0.13999998569488525,0.29250001907348633
204.0,0.861,0.70625,0.13899993896484375,0.29374998807907104
205.0,0.861,0.708125,0.13899993896484375,0.2918750047683716
206.0,0.863,0.714375,0.1369999647140503,0.28562504053115845
207.0,0.863,0.714375,0.1369999647140503,0.28562504053115845
208.0,0.86,0.71625,0.13999998569488525,0.2837499976158142
209.0,0.863,0.716875,0.1369999647140503,0.28312504291534424
210.0,0.864,0.716875,0.13599997758865356,0.28312504291534424
211.0,0.859,0.7175,0.14099997282028198,0.2825000286102295
212.0,0.859,0.7175,0.14099997282028198,0.2825000286102295
213.0,0.857,0.718125,0.14299994707107544,0.28187501430511475
214.0,0.858,0.71375,0.1419999599456787,0.2862499952316284
215.0,0.859,0.716875,0.14099997282028198,0.28312504291534424
216.0,0.858,0.716875,0.1419999599456787,0.28312504291534424
217.0,0.86,0.71375,0.13999998569488525,0.2862499952316284
218.0,0.86,0.71375,0.13999998569488525,0.2862499952316284
219.0,0.859,0.713125,0.14099997282028198,0.28687500953674316
220.0,0.859,0.711875,0.14099997282028198,0.28812503814697266
221.0,0.858,0.715,0.1419999599456787,0.2850000262260437
222.0,0.861,0.715625,0.13899993896484375,0.28437501192092896
223.0,0.861,0.714375,0.13899993896484375,0.28562504053115845
224.0,0.861,0.714375,0.13899993896484375,0.28562504053115845
225.0,0.861,0.715,0.13899993896484375,0.2850000262260437
226.0,0.861,0.714375,0.13899993896484375,0.28562504053115845
227.0,0.862,0.715,0.13799995183944702,0.2850000262260437
228.0,0.86,0.71625,0.13999998569488525,0.2837499976158142
229.0,0.86,0.720625,0.13999998569488525,0.27937501668930054
230.0,0.862,0.723125,0.13799995183944702,0.27687501907348633
231.0,0.861,0.723125,0.13899993896484375,0.27687501907348633
232.0,0.859,0.72375,0.14099997282028198,0.2762500047683716
233.0,0.862,0.72,0.13799995183944702,0.2800000309944153
234.0,0.862,0.71875,0.13799995183944702,0.28125
235.0,0.86,0.720625,0.13999998569488525,0.27937501668930054
236.0,0.857,0.7175,0.14299994707107544,0.2825000286102295
237.0,0.859,0.7175,0.14099997282028198,0.2825000286102295
238.0,0.859,0.7175,0.14099997282028198,0.2825000286102295
239.0,0.86,0.7175,0.13999998569488525,0.2825000286102295
240.0,0.861,0.7175,0.13899993896484375,0.2825000286102295
241.0,0.861,0.71875,0.13899993896484375,0.28125
242.0,0.861,0.72125,0.13899993896484375,0.2787500023841858
243.0,0.861,0.72125,0.13899993896484375,0.2787500023841858
244.0,0.861,0.720625,0.13899993896484375,0.27937501668930054
245.0,0.862,0.71875,0.13799995183944702,0.28125
246.0,0.858,0.716875,0.1419999599456787,0.28312504291534424
247.0,0.859,0.715625,0.14099997282028198,0.28437501192092896
248.0,0.859,0.713125,0.14099997282028198,0.28687500953674316
249.0,0.862,0.715,0.13799995183944702,0.2850000262260437
250.0,0.86,0.7175,0.13999998569488525,0.2825000286102295
251.0,0.86,0.7175,0.13999998569488525,0.2825000286102295
252.0,0.86,0.719375,0.13999998569488525,0.28062504529953003
253.0,0.863,0.71625,0.1369999647140503,0.2837499976158142
254.0,0.863,0.71875,0.1369999647140503,0.28125
255.0,0.861,0.7175,0.13899993896484375,0.2825000286102295
256.0,0.857,0.720625,0.14299994707107544,0.27937501668930054
257.0,0.859,0.72125,0.14099997282028198,0.2787500023841858
258.0,0.856,0.724375,0.14399993419647217,0.27562499046325684
259.0,0.858,0.725,0.1419999599456787,0.27500003576278687
260.0,0.856,0.723125,0.14399993419647217,0.27687501907348633
261.0,0.857,0.720625,0.14299994707107544,0.27937501668930054
262.0,0.86,0.723125,0.13999998569488525,0.27687501907348633
263.0,0.865,0.724375,0.13499993085861206,0.27562499046325684
264.0,0.867,0.724375,0.1329999566078186,0.27562499046325684
265.0,0.867,0.723125,0.1329999566078186,0.27687501907348633
266.0,0.869,0.723125,0.13099998235702515,0.27687501907348633
267.0,0.867,0.725,0.1329999566078186,0.27500003576278687
268.0,0.868,0.725,0.13199996948242188,0.27500003576278687
269.0,0.868,0.725,0.13199996948242188,0.27500003576278687
270.0,0.868,0.728125,0.13199996948242188,0.2718750238418579
271.0,0.868,0.725,0.13199996948242188,0.27500003576278687
272.0,0.869,0.73,0.13099998235702515,0.27000004053115845
273.0,0.868,0.73,0.13199996948242188,0.27000004053115845
274.0,0.866,0.724375,0.13399994373321533,0.27562499046325684
275.0,0.867,0.72375,0.1329999566078186,0.2762500047683716
276.0,0.87,0.725625,0.12999993562698364,0.2743750214576721
277.0,0.87,0.720625,0.12999993562698364,0.27937501668930054
278.0,0.87,0.72125,0.12999993562698364,0.2787500023841858
279.0,0.871,0.71875,0.12899994850158691,0.28125
280.0,0.871,0.719375,0.12899994850158691,0.28062504529953003
281.0,0.872,0.72,0.12799996137619019,0.2800000309944153
282.0,0.872,0.72,0.12799996137619019,0.2800000309944153
283.0,0.87,0.71875,0.12999993562698364,0.28125
284.0,0.87,0.71875,0.12999993562698364,0.28125
285.0,0.871,0.721875,0.12899994850158691,0.27812498807907104
286.0,0.871,0.721875,0.12899994850158691,0.27812498807907104
287.0,0.869,0.72125,0.13099998235702515,0.2787500023841858
288.0,0.869,0.721875,0.13099998235702515,0.27812498807907104
289.0,0.869,0.72,0.13099998235702515,0.2800000309944153
290.0,0.87,0.715625,0.12999993562698364,0.28437501192092896
291.0,0.871,0.71625,0.12899994850158691,0.2837499976158142
292.0,0.869,0.72375,0.13099998235702515,0.2762500047683716
293.0,0.87,0.72625,0.12999993562698364,0.2737500071525574
294.0,0.871,0.72625,0.12899994850158691,0.2737500071525574
295.0,0.871,0.726875,0.12899994850158691,0.2731249928474426
296.0,0.874,0.725625,0.12599998712539673,0.2743750214576721
297.0,0.874,0.721875,0.12599998712539673,0.27812498807907104
298.0,0.875,0.72125,0.12499994039535522,0.2787500023841858
299.0,0.872,0.72125,0.12799996137619019,0.2787500023841858
300.0,0.873,0.72125,0.12699997425079346,0.2787500023841858
301.0,0.872,0.720625,0.12799996137619019,0.27937501668930054
302.0,0.873,0.72125,0.12699997425079346,0.2787500023841858
303.0,0.872,0.72125,0.12799996137619019,0.2787500023841858
304.0,0.872,0.721875,0.12799996137619019,0.27812498807907104
305.0,0.871,0.721875,0.12899994850158691,0.27812498807907104
306.0,0.869,0.723125,0.13099998235702515,0.27687501907348633
307.0,0.867,0.7225,0.1329999566078186,0.2775000333786011
308.0,0.869,0.72125,0.13099998235702515,0.2787500023841858
309.0,0.868,0.714375,0.13199996948242188,0.28562504053115845
310.0,0.866,0.710625,0.13399994373321533,0.2893750071525574
311.0,0.869,0.711875,0.13099998235702515,0.28812503814697266
312.0,0.87,0.714375,0.12999993562698364,0.28562504053115845
313.0,0.87,0.71375,0.12999993562698364,0.2862499952316284
314.0,0.871,0.7125,0.12899994850158691,0.2875000238418579
315.0,0.87,0.71125,0.12999993562698364,0.2887499928474426
316.0,0.871,0.714375,0.12899994850158691,0.28562504053115845
317.0,0.872,0.715,0.12799996137619019,0.2850000262260437
318.0,0.869,0.715,0.13099998235702515,0.2850000262260437
319.0,0.87,0.720625,0.12999993562698364,0.27937501668930054
320.0,0.872,0.7225,0.12799996137619019,0.2775000333786011
321.0,0.873,0.7225,0.12699997425079346,0.2775000333786011
322.0,0.872,0.721875,0.12799996137619019,0.27812498807907104
323.0,0.873,0.72,0.12699997425079346,0.2800000309944153
324.0,0.874,0.720625,0.12599998712539673,0.27937501668930054
325.0,0.875,0.72125,0.12499994039535522,0.2787500023841858
326.0,0.876,0.720625,0.1239999532699585,0.27937501668930054
327.0,0.876,0.72,0.1239999532699585,0.2800000309944153
328.0,0.876,0.7225,0.1239999532699585,0.2775000333786011
329.0,0.876,0.725,0.1239999532699585,0.27500003576278687
330.0,0.875,0.725,0.12499994039535522,0.27500003576278687
331.0,0.876,0.730625,0.1239999532699585,0.2693750262260437
332.0,0.874,0.734375,0.12599998712539673,0.265625
333.0,0.875,0.735,0.12499994039535522,0.26500004529953003
334.0,0.874,0.73375,0.12599998712539673,0.26625001430511475
